OverallRating,SentimentScore,count
8.1,0.624,1
9.5,0.5994,1
10.0,0.5859,3
6.0,0.4754,1
8.6,0.4391,1
0.8,-0.5413,1
6.1,-0.296,1
1.1,-0.4576,1
10.0,0.4927,4
3.6,0.04,1
6.5,-0.5256,1
4.1,-0.1695,1
8.4,0.6369,1
2.1,-0.5256,1
0.7,-0.5256,1
2.0,0.4404,2
0.5,0.6369,1
0.1,-0.4015,1
3.7,-0.4767,2
8.1,0.0953,1
9.4,0.5574,2
10.0,0.8316,1
1.3,-0.7351,1
1.6,-0.5423,2
7.9,0.5267,1
10.0,0.765,2
4.0,0.0516,1
2.0,-0.3679,1
3.6,-0.5859,1
3.6,0.3612,1
8.2,0.4404,2
0.8,-0.128,2
1.4,-0.3412,1
0.8,0.3818,1
2.8,-0.128,1
3.3,-0.5256,2
2.1,0.0772,1
9.4,0.5563,1
9.7,0.4767,1
7.3,0.3774,1
2.8,-0.3875,1
0.6,-0.128,1
8.1,0.5025,1
7.4,0.7269,1
3.5,0.2235,1
1.6,-0.4391,1
3.1,-0.5106,1
7.3,-0.3008,1
1.6,-0.5563,1
1.2,-0.5267,1
7.2,0.2382,1
7.1,-0.3875,1
5.6,-0.3818,1
9.6,0.6269,1
4.9,-0.3875,1
2.1,-0.3724,1
2.0,0.0772,1
6.8,0.3804,1
1.7,-0.1935,1
0.2,-0.4767,1
2.0,0.2263,1
7.2,0.5859,1
7.9,0.1531,1
5.6,-0.2732,1
1.5,-0.2023,1
1.4,-0.8316,1
5.1,-0.5334,1
7.5,0.4927,1
6.3,-0.5583,1
0.2,-0.7906,1
4.7,0.3818,1
5.4,0.7269,1
3.2,-0.4201,1
3.3,0.0762,1
9.2,0.7184,1
4.1,0.2579,1
3.4,-0.4877,1
8.7,0.7688,1
1.1,-0.6865,1
3.4,-0.0772,1
0.4,-0.1695,1
3.2,0.0772,1
0.9,-0.4201,2
1.3,0.128,1
9.1,0.5413,1
1.9,-0.4576,1
9.4,0.4271,1
3.1,-0.5719,1
8.5,0.5563,2
4.0,-0.5413,1
10.0,0.5367,1
4.0,0.4588,1
9.7,0.4201,1
0.3,-0.6597,1
3.8,-0.4877,1
4.7,-0.4416,1
2.9,-0.6369,1
2.9,0.6705,1
4.2,-0.4391,1
9.9,0.7096,1
7.6,-0.2263,1
7.7,0.3241,1
6.0,0.7688,1
9.4,0.4927,1
9.8,0.6239,1
6.1,0.4019,1
9.4,0.4754,1
8.6,0.6124,1
1.5,-0.5859,1
8.7,0.7184,1
1.7,-0.2755,2
9.2,0.7688,1
2.1,-0.4754,1
10.0,0.6269,1
9.9,0.7184,1
0.4,-0.0516,1
2.4,-0.3818,1
7.1,0.3804,1
7.2,-0.2732,1
7.1,0.2846,1
9.8,0.6705,1
2.3,0.6369,1
8.2,0.6369,1
0.2,-0.0258,1
7.9,0.4215,2
3.0,-0.5256,1
8.2,0.4927,2
0.6,0.1779,1
8.8,0.7096,1
0.3,-0.6588,1
1.6,0.5255,1
6.0,0.6597,1
0.1,-0.2411,1
6.9,0.5859,1
0.6,-0.0762,1
8.6,-0.5448,1
1.9,-0.5859,1
8.4,0.8297,1
6.0,-0.4391,1
1.4,-0.4389,1
0.0,-0.5849,1
3.4,-0.1511,1
