OverallRating,ReviewHeader,TypeOfTraveller,SeatType,DateFlown,SeatComfort,CabinStaffService,GroundService,Aircraft,Food&Beverages,Departure,Destination
2.7,"""another dreadful experience""",Solo Leisure,Economy Class,Dec,2.0,2.0,1.0,Boeing 787,2.0,Vancouver,Heathrow
3.7,"""extremely moody check in""",Couple Leisure,Economy Class,Jan,4.0,4.0,1.0,Boeing 777-300,4.0,Edinburgh,Gatwick
6.4,"""an excellent service""",Couple Leisure,Business Class,Jan,4.0,5.0,4.0,Boeing 777,4.0,Heathrow,GIG
0.9,"""last time with BA ever""",Couple Leisure,Business Class,Jan,1.0,1.0,1.0,Boeing 777,1.0,Gatwick,MLE
7.2,"""great at helping us""",Family Leisure,Economy Class,Jan,4.0,5.0,4.0,A321,4.0,Glasgow,Heathrow
3.8,"""think twice about booking""",Couple Leisure,Economy Class,Jan,3.0,3.0,5.0,Boeing 747-400,2.0,Heathrow,Cape Town
3.1,"""zero customer service skills""",Couple Leisure,Business Class,Jan,3.0,2.0,1.0,A380,2.0,O.R. Tambo,Heathrow
10.0,"""very pleasant flights""",Couple Leisure,Economy Class,Dec,4.0,5.0,4.0,Boeing 747-400,5.0,Glasgow,Heathrow
10.0,"""best sets of flights""",Solo Leisure,Premium Economy,Dec,5.0,5.0,5.0,Boeing 747-400,5.0,KWI,Heathrow
6.1,"""extra fare not justified""",Solo Leisure,Premium Economy,Jan,3.0,3.0,4.0,Boeing 747-400,1.0,Vancouver,Heathrow
5.1,"""nice cabin attendants""",Solo Leisure,Economy Class,Oct,5.0,5.0,2.0,Embraer 190,4.0,FRA,London
7.1,"""check in was efficient""",Solo Leisure,Economy Class,Sep,4.0,4.0,3.0,A320,3.0,Gatwick,SZG
1.6,"""the lack of service""",Family Leisure,Premium Economy,Jan,2.0,1.0,1.0,A380,1.0,Miami,Heathrow
4.4,"""won't be using BA again""",Couple Leisure,Economy Class,Dec,2.0,2.0,3.0,Boeing 777,1.0,Suvarnabhumi,Heathrow
7.7,"""good value for money""",Solo Leisure,Economy Class,Sep,4.0,5.0,4.0,A380,3.0,Hong Kong,Heathrow
2.6,"""needs to up its game""",Business,Economy Class,Jan,1.0,5.0,5.0,Boeing 777,3.0,LBA,Heathrow
7.7,"""old but comfortable Boeing 767""",Solo Leisure,Economy Class,Jan,4.0,4.0,5.0,Boeing 767,4.0,Amsterdam,Heathrow
4.1,"""champagne almost as warm as cup of tea""",Solo Leisure,First Class,Dec,5.0,4.0,3.0,Boeing 777-300 ER,2.0,Hong Kong,Heathrow
7.5,"""time to upgrade the cabin""",Solo Leisure,Business Class,Feb,4.0,3.0,4.0,Boeing 747,4.0,Cape Town,Heathrow
1.4,"""they really do not care""",Family Leisure,Economy Class,Jan,4.0,3.0,1.0,Boeing 747-400,2.0,MCO,Miami
8.3,"""would fly them again""",Solo Leisure,Economy Class,Jan,4.0,5.0,4.0,A380,5.0,Heathrow,San Francisco
1.6,"""where have standards gone?""",Business,Economy Class,Dec,2.0,1.0,3.0,Boeing 787,1.0,CPH,Heathrow
2.4,"""not sure I'd fly British Airways """,Couple Leisure,Economy Class,Sep,2.0,1.0,3.0,Boeing 777-300,1.0,Heathrow,LAS
7.2,"""really slipping down""",Couple Leisure,Business Class,Jan,2.0,3.0,3.0,Boeing 777,2.0,Suvarnabhumi,Heathrow
7.4,"""seats generally okay""",Solo Leisure,Economy Class,Jan,3.0,4.0,3.0,Boeing 777-300,4.0,Heathrow,JED
1.6,"""standards are slipping""",Couple Leisure,Business Class,Dec,1.0,2.0,2.0,A320,1.0,FNC,Gatwick
2.6,"""abyssal customer service""",Business,Business Class,Oct,3.0,1.0,1.0,Boeing 787-9,1.0,Heathrow,John F. Kennedy
5.3,"""it's disappointing""",Family Leisure,Premium Economy,Dec,3.0,3.0,3.0,Boeing 777-200,3.0,iAH,Heathrow
8.1,"""service was good""",Family Leisure,Economy Class,Dec,4.0,4.0,3.0,A320,4.0,OTP,Heathrow
6.6,"""questioning my loyalty """,Couple Leisure,Business Class,Dec,2.0,2.0,4.0,Boeing 777-200,2.0,Toronto,Heathrow
8.6,"""better than Club World""",Couple Leisure,First Class,Jan,4.0,5.0,4.0,Boeing 747,4.0,Heathrow,MEX
0.4,"""they are old planes""",Family Leisure,First Class,Dec,1.0,2.0,2.0,A350,3.0,LAS,Heathrow
6.9,"""seat was comfortable""",Couple Leisure,Premium Economy,Jan,3.0,3.0,5.0,Boeing 777,4.0,MUC,Heathrow
0.1,"""BA should have done more""",Couple Leisure,Economy Class,Dec,4.0,2.0,1.0,A320,1.0,Heathrow,PSA
2.2,"""another shabby experience""",Couple Leisure,Economy Class,Jan,3.0,3.0,2.0,Boeing 767,2.0,Heathrow,Glasgow
8.0,"""seats quite comfortable""",Couple Leisure,Economy Class,Jan,4.0,4.0,4.0,A320,4.0,MLA,Gatwick
2.2,"""service was terrible""",Couple Leisure,Economy Class,Dec,3.0,5.0,3.0,A380,4.0,O.R. Tambo,Heathrow
7.8,"""food was pretty good""",Solo Leisure,Economy Class,Nov,3.0,4.0,4.0,A320,4.0,TLV,Heathrow
8.3,"""staff was very helpful""",Family Leisure,Economy Class,Jan,5.0,5.0,5.0,Boeing 787,4.0,NCE,Heathrow
2.5,"""most unpleasant experience""",Solo Leisure,Economy Class,Jan,1.0,1.0,2.0,Boeing 777,1.0,Suvarnabhumi,Heathrow
1.7,"""gave their friends first class champagne""",Couple Leisure,Premium Economy,Dec,1.0,1.0,1.0,Boeing 777-300,1.0,Gatwick,PUJ
2.6,"""a very poor experience""",Family Leisure,Economy Class,Dec,1.0,4.0,3.0,Boeing 777-200ER,1.0,Heathrow,O.R. Tambo
5.5,"""experience was adequate""",Solo Leisure,Economy Class,Jun,3.0,3.0,4.0,Boeing 747,3.0,YVR-LIS,Heathrow
8.8,"""was a good flight""",Family Leisure,Business Class,Dec,4.0,4.0,5.0,Boeing 777,4.0,Heathrow,DEL
8.6,"""professional attentive cabin crew""",Business,Business Class,Nov,4.0,5.0,5.0,B767,5.0,MAD,Heathrow
1.1,"""the worst business class""",Couple Leisure,Business Class,Dec,2.0,3.0,1.0,Boeing 777,1.0,CPH,Heathrow
4.6,"""only book BA if lowest fare""",Solo Leisure,Economy Class,Nov,3.0,3.0,4.0,A320,3.0,VIE,Heathrow
7.6,"""cost no more than Ryanair""",Solo Leisure,Economy Class,Dec,3.0,3.0,4.0,A320,3.0,Heathrow,BCN
3.6,"""sad to see the same old planes """,Solo Leisure,Economy Class,Dec,2.0,3.0,4.0,A319,1.0,Heathrow,NCL
9.8,"""clean and efficient""",Solo Leisure,Economy Class,Dec,4.0,5.0,4.0,Boeing 777,5.0,JED,Heathrow
2.3,"""service onboard was dreadful""",Couple Leisure,Economy Class,Dec,3.0,1.0,3.0,A320,3.0,LIS,Heathrow
0.6,"""entirely unsympathetic""",Business,Economy Class,Dec,4.0,4.0,1.0,A380-800,3.0,New York,London
5.6,"""Air Canada next time""",Solo Leisure,Business Class,Dec,4.0,4.0,3.0,Boeing 747-400,3.0,Heathrow,Vancouver
3.2,"""last time I will fly British Airways""",Couple Leisure,Premium Economy,Oct,4.0,2.0,3.0,Boeing 777-300,1.0,Gatwick,Las Vegas
2.0,"""I was disappointed""",Family Leisure,Premium Economy,Dec,1.0,3.0,2.0,Boeing 777-300,3.0,Cape Town,Heathrow
2.4,"""I am left disappointed""",Business,Economy Class,Dec,2.0,4.0,1.0,Boeing 747-400,3.0,London,Vancouver
0.9,"""tired and jaded aircraft""",Family Leisure,Economy Class,Dec,1.0,1.0,3.0,Boeing 747-400,2.0,Heathrow,BOM
9.1,"""upped their game with food""",Couple Leisure,Business Class,Dec,5.0,5.0,4.0,Boeing 777-200,5.0,Gatwick,MCO
8.0,"""excellent flights""",Couple Leisure,Economy Class,Dec,4.0,5.0,5.0,Boeing 787-8,4.0,Glasgow,Heathrow
0.3,"""tired, overpriced airline""",Couple Leisure,Economy Class,Sep,1.0,4.0,2.0,Boeing 787,3.0,Heathrow,Suvarnabhumi
4.1,"""we are disappointed""",Couple Leisure,First Class,Dec,4.0,2.0,1.0,Boeing 777-300 ER,2.0,PHX,Heathrow
10.0,"""satisfactory and recommended""",Family Leisure,Economy Class,Dec,4.0,5.0,4.0,Embraer 170,4.0,London,Geneva
8.4,"""seat very comfortable""",Couple Leisure,Business Class,Dec,5.0,5.0,5.0,Boeing 747-400,5.0,GRU,Heathrow
7.6,"""good experience for the price""",Family Leisure,Economy Class,Dec,5.0,5.0,4.0,A380,2.0,Prague,London
6.1,"""food was decent""",Solo Leisure,Economy Class,Dec,4.0,1.0,4.0,Boeing 777-300,3.0,Madrid,Heathrow
6.0,"""service very good and friendly""",Couple Leisure,Business Class,Oct,2.0,4.0,2.0,A380,3.0,Heathrow,Johannesburg
8.4,"""recommend British Airways""",Couple Leisure,Business Class,Nov,4.0,5.0,5.0,A320,5.0,Gatwick,BCN
0.8,"""absolutely chaotic boarding process""",Solo Leisure,Economy Class,Dec,2.0,1.0,2.0,Boeing 747,1.0,Salzburg,Gatwick
10.0,"""would not pay the asking price""",Couple Leisure,Business Class,Dec,5.0,5.0,5.0,A320,5.0,Heathrow,Amsterdam
3.5,"""staff seem preoccupied""",Solo Leisure,Business Class,Dec,3.0,3.0,3.0,A380,2.0,London,Los Angeles
0.9,"""definitely to be avoided""",Couple Leisure,Premium Economy,Nov,3.0,2.0,2.0,Boeing 777,2.0,GIG,Heathrow
10.0,British Airways customer review,Couple Leisure,Business Class,Dec,5.0,5.0,5.0,Boeing 747,5.0,Heathrow,Vancouver
9.9,"""thoroughly enjoyed the food""",Couple Leisure,Business Class,Dec,4.0,5.0,5.0,Boeing 777-200,5.0,Manchester,Heathrow
6.1,"""layout of seating poor""",Business,Business Class,Aug,2.0,5.0,1.0,Boeing 747,5.0,Suvarnabhumi,Heathrow
10.0,"""enough legroom for a tall man""",Family Leisure,Economy Class,Dec,4.0,5.0,5.0,Boeing 767,4.0,GIG,Heathrow
0.1,"""consistent erosion in quality""",Business,Premium Economy,Nov,3.0,3.0,1.0,Boeing 777,2.0,Heathrow,AUS
1.3,"""service was lacking in finesse""",Solo Leisure,Economy Class,Dec,2.0,1.0,1.0,A319,1.0,Gatwick,Salzburg
2.5,"""not a pleasant experience""",Couple Leisure,Economy Class,Dec,3.0,1.0,3.0,Boeing 777,1.0,Punta Cana,London
9.5,"""continues to set high standards""",Couple Leisure,Economy Class,Dec,5.0,5.0,5.0,Boeing 777-300,5.0,Heathrow,Singapore
10.0,"""impressive all round""",Solo Leisure,Economy Class,Dec,5.0,5.0,5.0,A320,5.0,Heathrow,Manchester
8.9,"""efficient and friendly service""",Solo Leisure,Premium Economy,Nov,4.0,3.0,2.0,Boeing 777,3.0,SEA,Heathrow
6.3,"""suffered with seat A by the window""",Solo Leisure,Economy Class,Dec,2.0,3.0,5.0,Boeing 747,5.0,Heathrow,SEA
8.7,"""a very enjoyable flight""",Couple Leisure,Business Class,Dec,5.0,5.0,5.0,Boeing 777,5.0,Suvarnabhumi,Heathrow
8.2,"""definitely fly again""",Solo Leisure,Business Class,Dec,5.0,5.0,4.0,A320,5.0,TXL,Heathrow
2.8,"""BA really did not care""",Solo Leisure,First Class,Aug,5.0,4.0,2.0,Boeing 747,2.0,John F. Kennedy,London
9.9,"""relaxing and luxurious""",Couple Leisure,Business Class,Dec,5.0,5.0,5.0,Boeing 777-200,5.0,Gatwick,Punta Cana
6.7,"""very friendly crew""",Solo Leisure,Economy Class,Dec,3.0,4.0,4.0,Boeing 777-200,4.0,Gatwick,TPA
10.0,"""unlimited legroom and a speedy exit""",Solo Leisure,Economy Class,Dec,4.0,5.0,5.0,Boeing 747-400,5.0,Heathrow,Cape Town
3.8,"""Very little leg room""",Couple Leisure,Economy Class,Dec,1.0,4.0,3.0,A380-800,1.0,Gatwick,Funchal
6.3,"""wasn't as unpleasant as I had expected""",Solo Leisure,Economy Class,Nov,3.0,3.0,3.0,Boeing 747-400,2.0,London,Chicago
8.5,"""cabin now feels outdated""",Couple Leisure,Premium Economy,Dec,4.0,4.0,4.0,Boeing 777,3.0,Gatwick,Las Vegas
6.7,"""get your act together""",Solo Leisure,First Class,Nov,3.0,4.0,4.0,Boeing 777,2.0,HND,Heathrow
2.5,"""never been so disappointed""",Business,First Class,Nov,3.0,5.0,1.0,Boeing 747-400,2.0,LAS,Heathrow
8.2,"""comfortable, if narrow, seats""",Couple Leisure,Business Class,Nov,4.0,4.0,3.0,Boeing 777,3.0,Tampa,Gatwick
5.3,"""crummy Boeing 747s""",Couple Leisure,Premium Economy,Nov,4.0,3.0,3.0,Boeing 747-400,3.0,Heathrow,Miami
1.4,"""never going to fly them again """,Couple Leisure,Economy Class,Jul,1.0,4.0,1.0,A320-200,1.0,Heathrow,LAS
5.5,"""disappointed by lack of care""",Couple Leisure,Economy Class,Nov,2.0,3.0,4.0,Boeing 747-400,3.0,John F. Kennedy,Heathrow
1.2,"""horrid excuse for customer service""",Couple Leisure,Economy Class,Oct,4.0,3.0,1.0,Boeing 777,1.0,YUL,Heathrow
5.2,"""staff bordering on rude""",Couple Leisure,Premium Economy,Nov,3.0,2.0,3.0,Boeing 777-200,2.0,Heathrow,Kuala Lumpur
6.3,"""flights therefore very uncomfortable""",Family Leisure,Economy Class,Nov,1.0,4.0,3.0,Boeing 777,4.0,IAD,Heathrow
7.7,"""pleasantly surprised""",Solo Leisure,Economy Class,Nov,3.0,5.0,5.0,Boeing 747-400,5.0,Edinburgh,Heathrow
9.7,"""vegetarian salad was welcome""",Solo Leisure,Economy Class,Nov,5.0,5.0,4.0,A320,4.0,MAD,Heathrow
2.9,"""miserable Business Class experience""",Couple Leisure,Business Class,Oct,1.0,4.0,2.0,A320,1.0,Heathrow,IST
3.8,"""British Airways have lost the plot""",Couple Leisure,Economy Class,Nov,2.0,2.0,3.0,Boeing 787,1.0,London,Barbados
4.2,"""aircraft are old and shabby""",Couple Leisure,Premium Economy,Oct,2.0,1.0,2.0,Boeing 777-200,3.0,Glasgow,Heathrow
3.6,"""the food was shocking""",Solo Leisure,Premium Economy,Oct,2.0,4.0,3.0,Boeing 777-200,2.0,Heathrow,Singapore
6.1,"""treat passengers poorly""",Business,Economy Class,Jan,3.0,1.0,4.0,Boeing 777-300 ER,1.0,Manchester,Heathrow
0.3,"""made me check my carry-on bag""",Couple Leisure,Economy Class,Nov,3.0,5.0,1.0,Boeing 777-200,4.0,Rome,London
3.2,"""service very mediocre at best""",Couple Leisure,Business Class,Nov,4.0,2.0,3.0,Boeing 777,2.0,Bangkok,London
0.3,"""disgusted by such treatment""",Business,Economy Class,Nov,1.0,2.0,1.0,A319,1.0,Gatwick,Amsterdam
8.6,"""large and very private seating""",Couple Leisure,First Class,Nov,5.0,5.0,5.0,A380,5.0,Heathrow,Singapore
7.1,"""just about okay overall""",Couple Leisure,Business Class,Nov,2.0,5.0,2.0,A320,4.0,Heathrow,Krakow
7.9,"""excellent flight on A380""",Solo Leisure,Premium Economy,Nov,4.0,5.0,4.0,A380,4.0,BSL,Heathrow
7.0,"""pleased with my flight""",Solo Leisure,Economy Class,Aug,3.0,4.0,2.0,Boeing 747-400,5.0,London,Vancouver
7.0,"""is well worth the extra""",Couple Leisure,Premium Economy,Nov,4.0,5.0,3.0,A380,5.0,Heathrow,San Francisco
0.6,"""sunk to new depths""",Couple Leisure,Economy Class,Nov,3.0,3.0,2.0,A320-200,2.0,Vienna,London
0.9,"""uncomfortable business class flight""",Business,Business Class,Nov,1.0,2.0,3.0,Boeing 747-400,1.0,Heathrow,GRU
5.8,"""Not great, not bad, just OK""",Couple Leisure,Premium Economy,Nov,3.0,3.0,3.0,Boeing 777,3.0,Gatwick,Grenada
6.1,"""service pretty good""",Business,Economy Class,Nov,4.0,4.0,4.0,Boeing 767,4.0,Heathrow,Edinburgh
6.3,"""crew competent and approachable""",Couple Leisure,Business Class,Nov,3.0,4.0,3.0,Boeing 787,3.0,Heathrow,Dubai
7.4,"""comfortable, if narrow, seats""",Couple Leisure,Business Class,Nov,4.0,4.0,3.0,Boeing 777,3.0,Tampa,Gatwick
6.0,"""inconsistency with cabin crew""",Solo Leisure,Business Class,Nov,3.0,2.0,2.0,A319,4.0,FCO,Gatwick
6.1,"""crummy Boeing 747s""",Couple Leisure,Premium Economy,Nov,4.0,3.0,3.0,Boeing 747-400,3.0,Heathrow,Miami
3.9,"""return trip not worth it""",Business,Business Class,Nov,2.0,4.0,1.0,A320,1.0,Hannover,Heathrow
2.1,"""dried up sandwich""",Business,Business Class,Nov,2.0,4.0,3.0,A320,1.0,Heathrow,Hannover
7.8,"""out of date with modern standards""",Solo Leisure,Business Class,Nov,2.0,4.0,4.0,Boeing 777,3.0,Heathrow,Dubai
7.5,"""not a First Class experience """,Solo Leisure,First Class,Nov,5.0,5.0,5.0,Boeing 777,3.0,Heathrow,Houston
2.7,"""uninterested and unfriendly""",Business,Economy Class,Nov,2.0,2.0,2.0,A319,1.0,Kiev,Heathrow
8.9,"""pleasant ambience onboard""",Business,Premium Economy,Oct,4.0,5.0,4.0,Boeing 777-300,4.0,Sydney,Singapore
7.0,"""paying for seat selection""",Solo Leisure,Economy Class,Sep,4.0,5.0,3.0,A320,4.0,Athens,Heathrow
1.0,"""costs double the average""",Business,Economy Class,Nov,2.0,2.0,1.0,Boeing 767,2.0,London,ZRH
10.0,"""Four excellent flights""",Solo Leisure,Economy Class,Nov,5.0,5.0,5.0,A321,4.0,Glasgow,Heathrow
4.3,"""First class was underwhelming""",Couple Leisure,First Class,Nov,5.0,2.0,4.0,Boeing 747-400,2.0,Cape Town,Heathrow
2.9,"""not the brand they were""",Couple Leisure,Business Class,Nov,3.0,3.0,5.0,Boeing 777-200,2.0,Heathrow,LAX
3.2,"""service was lousy on both flights""",Business,Business Class,Nov,1.0,1.0,3.0,Boeing 777-300,3.0,Heathrow,EZE
4.0,"""loyalty may have come to an end""",Couple Leisure,Economy Class,Nov,2.0,2.0,3.0,Boeing 787,3.0,Mauritius,London
4.9,"""just did not care at all""",Family Leisure,Economy Class,Oct,3.0,5.0,1.0,Boeing 777,2.0,Gatwick,Orlando
2.7,"""farcical flight to be honest""",Family Leisure,Economy Class,Nov,2.0,1.0,3.0,Boeing 787-9,1.0,Heathrow,Las Vegas
2.1,"""meal was past terrible""",Solo Leisure,Economy Class,Oct,5.0,4.0,5.0,A320,2.0,Rome,Heathrow
4.3,"""so much cabin baggage""",Solo Leisure,Economy Class,Nov,4.0,5.0,5.0,A320,4.0,Gatwick,Venice
5.4,"""really below average""",Couple Leisure,Business Class,Nov,1.0,4.0,4.0,Boeing 777,3.0,London,Luanda
3.8,"""interior very old and dirty""",Family Leisure,Economy Class,Nov,4.0,2.0,2.0,Boeing 747-400,1.0,Denver,Heathrow
2.3,"""Business seats are horrid""",Business,Business Class,Nov,1.0,2.0,4.0,Boeing 777-200,2.0,Suvarnabhumi,Heathrow
9.0,"""would fly them again""",Couple Leisure,First Class,Nov,4.0,5.0,5.0,Boeing 777-300,4.0,London,Sydney
7.7,"""isn't as good as Singapore and Emirates""",Couple Leisure,First Class,Oct,5.0,5.0,4.0,Boeing 747-400,4.0,Heathrow,Cape Town
2.1,"""not at all impressed""",Business,Economy Class,Nov,3.0,1.0,4.0,Boeing 747-400,1.0,BLR,Heathrow
4.8,"""food was very poor""",Couple Leisure,Business Class,Oct,4.0,4.0,5.0,Boeing 777,2.0,London,Kuala Lumpur
7.2,"""a good experience""",Business,Premium Economy,Nov,4.0,3.0,4.0,Boeing 747-400,2.0,NCE,Heathrow
8.7,"""a great experience""",Solo Leisure,First Class,May,4.0,5.0,4.0,Boeing 777,4.0,Singapore,Sydney
2.9,"""not flying British Airways again""",Solo Leisure,Economy Class,Nov,2.0,1.0,1.0,A320-200,1.0,Gatwick,Cancun
2.2,"""try to avoid BA in the future""",Solo Leisure,Economy Class,Oct,3.0,1.0,2.0,Boeing 767,1.0,London,Delhi
1.2,"""no space to work""",Business,Business Class,Nov,1.0,3.0,1.0,A320,1.0,Istanbul,London
10.0,"""courteous and professional""",Solo Leisure,Economy Class,Oct,4.0,5.0,2.0,A319,5.0,Geneva,Heathrow
10.0,"""exemplary in every way""",Couple Leisure,Business Class,Nov,5.0,5.0,5.0,Boeing 777,4.0,Heathrow,NBO
3.0,"""snottiest crew I ever came across""",Business,First Class,Oct,3.0,2.0,3.0,Boeing 777,3.0,SEA,Heathrow
5.6,"""going back to Virgin Atlantic """,Solo Leisure,Premium Economy,Nov,1.0,3.0,2.0,Boeing 787,4.0,Newark,Heathrow
9.9,"""dismayed by the BA agent""",Family Leisure,Economy Class,Nov,3.0,4.0,1.0,Boeing 777-300 ER,3.0,Venice,Gatwick
6.4,"""seats are very tired""",Family Leisure,Economy Class,Oct,3.0,5.0,4.0,Boeing 747-400,4.0,Heathrow,Las Vegas
9.9,"""cabin crew did a great job""",Solo Leisure,Economy Class,Nov,4.0,5.0,4.0,A320,5.0,Lisbon,London
2.0,"""lack of service amazed me""",Solo Leisure,Business Class,Oct,3.0,1.0,4.0,Boeing 777,1.0,PHL,Heathrow
8.2,"""you will get value for money""",Solo Leisure,Economy Class,Sep,4.0,5.0,5.0,Boeing 777-200ER,4.0,Vienna,London
3.8,"""indifferent cabin crew""",Business,Business Class,Nov,3.0,1.0,1.0,Boeing 777,1.0,Singapore,Heathrow
4.2,"""prefer the 747 upper deck""",Couple Leisure,Business Class,Oct,4.0,5.0,2.0,A380,3.0,Miami,Heathrow
6.2,"""FA's showed no enthusiasm""",Solo Leisure,Economy Class,Sep,3.0,3.0,5.0,Boeing 747-400,3.0,San Francisco,Heathrow
4.8,"""BA really need to address this""",Family Leisure,Economy Class,Oct,4.0,3.0,4.0,A320,1.0,SSH,Gatwick
3.5,"""once a great airline is going downhill""",Couple Leisure,Premium Economy,Oct,2.0,2.0,2.0,Boeing 777-200,3.0,Heathrow,Bangkok
7.4,"""flight attendants seemed friendly""",Solo Leisure,Premium Economy,Oct,4.0,4.0,4.0,A380,4.0,San Francisco,Heathrow
8.8,"""extremely friendly and competent""",Business,Economy Class,Oct,4.0,5.0,4.0,A321,5.0,Heathrow,Milan Malpensa
5.6,"""a mediocre performance from BA""",Solo Leisure,Business Class,Mar,4.0,1.0,2.0,Boeing 787-800,2.0,Heathrow,Chengdu
5.4,"""personal space is rather limited""",Business,Business Class,Jan,4.0,3.0,4.0,Boeing 777-300 ER,2.0,Tokyo Narita,Heathrow
8.2,"""very spacious suite""",Business,First Class,Jan,5.0,5.0,4.0,Boeing 777-300 ER,5.0,Heathrow,Tokyo Narita
1.7,"""will use other carriers""",Couple Leisure,Economy Class,Oct,1.0,4.0,1.0,Boeing 747-400,3.0,Manchester,Heathrow
7.8,"""the seat was roomy""",Solo Leisure,Premium Economy,Oct,4.0,3.0,3.0,Boeing 777,4.0,Heathrow,New York
6.1,"""FA's were happy to assist""",Solo Leisure,Economy Class,Sep,5.0,4.0,5.0,A380,4.0,Heathrow,San Francisco
10.0,"""very high standard of service""",Couple Leisure,Economy Class,Oct,5.0,5.0,4.0,Boeing 787,5.0,London,Chennai
8.2,"""very good flying experience""",Couple Leisure,Business Class,Oct,4.0,4.0,4.0,Boeing 777-300 ER,5.0,Heathrow,Venice
2.1,"""not helped by customer service""",Solo Leisure,Economy Class,Sep,2.0,3.0,1.0,Boeing 747-400,3.0,San Francisco,Heathrow
7.0,"""keep expectations in check""",Business,Premium Economy,Oct,4.0,5.0,3.0,Boeing 747-400,4.0,London,Phoenix
2.3,"""lot of money for little in return""",Couple Leisure,Premium Economy,Oct,2.0,4.0,2.0,Boeing 747-400,2.0,San Francisco,Heathrow
5.5,"""service however lacked shine""",Couple Leisure,Economy Class,Oct,2.0,1.0,4.0,Boeing 777,2.0,Orlando,London
1.0,"""horrible return flights""",Business,Economy Class,Oct,1.0,2.0,4.0,Boeing 747-400,3.0,London,Cape Town
5.8,"""lounge more like a refugee centre""",Business,Business Class,Oct,2.0,5.0,2.0,Boeing 777-200,4.0,Heathrow,Haneda
3.2,"""cracks are starting to appear""",Solo Leisure,Economy Class,Oct,4.0,4.0,1.0,A319,2.0,Heathrow,Geneva
4.2,"""seats are just the same""",Solo Leisure,Business Class,Oct,3.0,4.0,4.0,A320,2.0,Heathrow,Amsterdam
2.6,"""advise not to waste your money""",Couple Leisure,Economy Class,Aug,1.0,2.0,1.0,Boeing 777,1.0,Heathrow,Madrid
8.7,"""plenty of legroom""",Couple Leisure,Premium Economy,Oct,4.0,4.0,3.0,Boeing 777,4.0,Heathrow,Singapore
3.1,"""premium economy pathetic""",Solo Leisure,Premium Economy,Sep,2.0,4.0,2.0,A380,2.0,Heathrow,Suvarnabhumi
2.4,"""last time using British Airways """,Couple Leisure,Business Class,Oct,1.0,4.0,4.0,Boeing 777-200,3.0,SYD,Singapore
9.0,"""a huge improvement""",Couple Leisure,Premium Economy,Oct,5.0,5.0,4.0,A380,4.0,Heathrow,O.R. Tambo
4.7,"""British Airways really don't care """,Couple Leisure,Business Class,Oct,2.0,4.0,2.0,A319,2.0,Pisa,Gatwick
4.7,"""how underwhelmed we were""",Family Leisure,Business Class,Oct,4.0,2.0,1.0,A380,2.0,Heathrow,Singapore
3.6,"""my seat was broken""",Business,Economy Class,Oct,1.0,2.0,4.0,Boeing 777-200,1.0,Antigua,Gatwick
7.7,"""food and wine excellent""",Couple Leisure,Business Class,Oct,4.0,5.0,4.0,A380,5.0,London,Los Angeles
2.4,"""lot of catching up to do""",Business,Business Class,Oct,3.0,2.0,1.0,Boeing 747-400,2.0,Heathrow,Singapore
