Feature,Importance
T_0,0.0005053518819980252
T_1,0.0007302260306018402
Seat_0,0.005489941720242311
Seat_1,0.0002002903506934073
Seat_2,0.0003433751331399052
Seat_3,0.000565184670454899
M_0,0.0003865795179089195
M_1,0.0009686510137439553
SeatComfort,0.002455547495395475
CabinStaff,0.00013198460704668348
Ground,0.0003946529969323923
Food,0.0002364745650657075
Ent,0.00046133603589456034
Value,0.000648627536417046
Length,0.0006017543102841446
