Feature,Importance
T_0,0.004026629243136735
T_1,0.009004993224547515
Seat_0,0.0004421382434696863
Seat_1,0.014552562467118628
Seat_2,0.005469158999743728
Seat_3,0.0013020671177525352
M_0,0.00044896197525959986
M_1,0.011558968225866042
SeatComfort,0.006123200712812549
CabinStaff,0.002654498456706026
Ground,0.005392620730821453
Food,0.0019500881194342893
Ent,0.006098183368062448
Value,0.011426280035460748
Length,0.008830993228641124
